n,lstate,i,p_error,sim_type,decoder_type,shots,prep_rate,count_accept,LER,LER_error,N_samples,LER_undecided,prep_rate_SEM,prep_rate_SD,LER_SEM,LER_SD,LER_error_SEM,LER_error_SD,LER_undecided_SEM,LER_undecided_SD,eff,eff_SEM,eff_SD,skip,s_l,CNOT,hadamard,meas,cost,cost_SEM,count_accept,count_logerror,count_undecided,count_detect_discard,total_meta_shots,detect_normal,decoding_normal
4,x,2,0.0,m1,anqi,1000,1.0,1000,0.0,0.0,1,0.0,0.0,,0.0,,0.0,,0.0,,1.0,0.0,,0,2,56,56,48,1.0,0.0,1000,0.0,0,0,0,0,0.1006680950522422
4,x,2,0.0,m1,val,1000,1.0,1000,0.0,0.0,1,0.0,0.0,,0.0,,0.0,,0.0,,1.0,0.0,,0,2,56,56,48,1.0,0.0,1000,0.0,0,0,0,0,0.1096295181196183
4,x,2,0.0,normal,anqi,1000,1.0,1000,0.0,0.0,1,0.0,0.0,,0.0,,0.0,,0.0,,1.0,0.0,,0,2,64,64,64,1.0,0.0,1000,0.0,0,0,0,0,0.2172214221209287
4,x,2,0.0,normal,val,1000,1.0,1000,0.0,0.0,1,0.0,0.0,,0.0,,0.0,,0.0,,1.0,0.0,,0,2,64,64,64,1.0,0.0,1000,0.0,0,0,0,0,0.4278820001054555
4,x,2,0.005,m1,val,3000000,0.5538656666666667,1661597,0.0,0.0,3,0.0,0.001028091984557306,0.0009085242612793731,0.0,0.0,0.0,0.0,0.0,0.0,0.5538656666666667,0.001028091984557306,0.0009085242612793731,0,2,56,56,48,1.0,0.0,1661597,0.0,0,0,0,0,179.0218192600296
4,x,2,0.005,normal,val,3000000,0.5011800000000001,1503540,6.651753042103126e-07,0.0,3,1.3303506084206251e-06,0.0005612323473690573,0.0004959606839256899,6.518727159207999e-07,5.76059522470785e-07,0.0,0.0,1.3037454318415997e-06,1.15211904494157e-06,0.5011796666666667,0.0005612991765933363,0.0004960197408705276,0,2,64,64,64,1.0,0.0,1503540,0.0,2,0,0,0,757.5698966200289
4,x,2,0.01,m1,val,3000000,0.309827,929481,2.1521201032965803e-05,0.0,3,4.3042402065931607e-05,0.0005457148280924654,0.00048224786158156406,9.214428046421206e-06,8.14278445871896e-06,0.0,0.0,1.8428856092842413e-05,1.628556891743792e-05,0.30982033333333336,0.0005469960908249399,0.00048338011267875315,0,2,56,56,48,1.0,0.0,929481,0.0,40,0,0,0,316.65807589981705
4,x,2,0.01,normal,val,2000000,0.254146,508292,1.475434101726915e-05,0.0,2,2.95086820345383e-05,0.0004919600000000024,0.0003549676041556486,1.8994650885441627e-06,1.370535351772126e-06,0.0,0.0,3.7989301770883255e-06,2.741070703544252e-06,0.25414225,0.0004914699999999611,0.00035461405076502554,0,2,64,64,64,1.0,0.0,508292,0.0,15,0,0,0,510.6470349819865
4,x,3,0.0,m1,anqi,1000,1.0,1000,0.0,0.0,1,0.0,0.0,,0.0,,0.0,,0.0,,1.0,0.0,,1,1,40,40,32,1.0,0.0,1000,0.0,0,0,0,0,0.105276406975463
4,x,3,0.0,m1,val,1000,1.0,1000,0.0,0.0,1,0.0,0.0,,0.0,,0.0,,0.0,,1.0,0.0,,1,1,40,40,32,1.0,0.0,1000,0.0,0,0,0,0,0.1002285310532897
4,x,3,0.0,normal,anqi,1000,1.0,1000,0.0,0.0,1,0.0,0.0,,0.0,,0.0,,0.0,,1.0,0.0,,1,1,48,48,48,1.0,0.0,1000,0.0,0,0,0,0,0.2375810300000012
4,x,3,0.0,normal,val,1000,1.0,1000,0.0,0.0,1,0.0,0.0,,0.0,,0.0,,0.0,,1.0,0.0,,1,1,48,48,48,1.0,0.0,1000,0.0,0,0,0,0,0.2945789389777928
4,x,3,0.005,m1,val,3000000,0.665911,1997733,2.0020509119730683e-06,0.0,3,4.0041018239461365e-06,0.001013972491408555,0.0008960468737738848,1.2965289050913675e-06,1.1457418046428037e-06,0.0,0.0,2.593057810182735e-06,2.2914836092856074e-06,0.6659096666666667,0.001013786566777147,0.0008958825722902228,1,1,40,40,32,1.0,0.0,1997733,0.0,8,0,0,0,167.54964200401446
4,x,3,0.005,normal,val,3000000,0.6020310000000001,1806093,1.1072847558280309e-06,0.0,3,2.2145695116560617e-06,0.0009765233263640648,0.0008629530694075125,5.422207802713163e-07,4.791601736477347e-07,0.0,0.0,1.0844415605426325e-06,9.583203472954695e-07,0.6020303333333333,0.0009764669926719594,0.0008629032873580715,1,1,48,48,48,1.0,0.0,1806093,0.0,4,0,0,0,938.4029043380287
4,x,3,0.01,m1,val,3000000,0.44644,1339320,3.696060469795175e-05,4.4817678233976564e-06,3,6.495767374910819e-05,0.0006515233795753936,0.0005757508141548799,3.3877052158024826e-06,2.993713038181626e-06,2.5406944537783964e-06,2.245210143088081e-06,4.371161304931243e-06,3.862792585826524e-06,0.44642350000000003,0.0006524114011879458,0.0005765355583136349,1,1,40,40,32,1.0,0.0,1339320,6.0,87,0,0,0,283.98027240508236
4,x,3,0.01,normal,val,2000000,0.36626,732520,4.0963236245725315e-05,2.7274115773166636e-06,2,7.647164933681731e-05,0.0007604799999999988,0.0005487148622007601,1.61392227431337e-05,1.164505494362244e-05,5.345726691540659e-06,3.857142442814621e-06,4.296989886934872e-05,3.100439477287413e-05,0.36624500000000004,0.0007663599999999776,0.000552957502887864,1,1,48,48,48,1.0,0.0,732520,2.0,56,0,0,0,589.9402069170028
4,x,4,0.0,m1,anqi,1000,1.0,1000,0.0,0.0,1,0.0,0.0,,0.0,,0.0,,0.0,,1.0,0.0,,0,2,56,40,48,1.0,0.0,1000,0.0,0,0,0,0,0.2165319619234651
4,x,4,0.0,m1,val,1000,1.0,1000,0.0,0.0,1,0.0,0.0,,0.0,,0.0,,0.0,,1.0,0.0,,0,2,56,40,48,1.0,0.0,1000,0.0,0,0,0,0,0.2215640731155872
4,x,4,0.0,normal,anqi,1000,1.0,1000,0.0,0.0,1,0.0,0.0,,0.0,,0.0,,0.0,,1.0,0.0,,0,2,64,48,64,1.0,0.0,1000,0.0,0,0,0,0,0.3425748648587614
4,x,4,0.0,normal,val,1000,1.0,1000,0.0,0.0,1,0.0,0.0,,0.0,,0.0,,0.0,,1.0,0.0,,0,2,64,48,64,1.0,0.0,1000,0.0,0,0,0,0,0.2831680199597031
<<<<<<< HEAD
