n,lstate,i,p_error,sim_type,total_meta_shots,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal,meas_type
4,x,9,0.01,m1,0,1000000,1000000,244,459,0,1.0,0.000244,0,5.99815428792499,"['z', 'z', 'z', 'x']"
4,x,5,0.01,m1,0,1000000,608848,49,94,0,0.608848,8.04798570415155e-05,0,20.889255471061915,"['z', 'z', 'x', 'x']"
4,x,3,0.01,m2,0,1000000,402607,7,14,391658,0.6618102974971315,1.738668229811502e-05,0,21.805116314906627,"['z', 'x', 'x', 'x']"
4,x,9,0.01,normal,0,1000000,1000000,800,1417,0,1.0,0.0008,0,162.73819263814948,"['z', 'z', 'z', 'x']"
4,x,2,0.01,m2,0,1000000,272088,4,7,391603,0.4472211401436891,1.4701126106242413e-05,0,27.57501269108616,"['x', 'x', 'x', 'x']"
4,x,2,0.01,m1,0,1000000,272088,4,7,0,0.272088,1.4701126106242413e-05,0,41.58336212695576,"['x', 'x', 'x', 'x']"
4,x,5,0.01,m2,0,1000000,608848,49,94,391152,1.0,8.04798570415155e-05,0,9.102668687002732,"['z', 'z', 'x', 'x']"
4,x,5,0.01,normal,0,1000000,524479,88,156,0,0.524479,0.0001677855548076,0,141.60609320993535,"['z', 'z', 'x', 'x']"
4,x,9,0.01,m2,0,1000000,1000000,244,459,0,1.0,0.000244,0,2.4299621710088104,"['z', 'z', 'z', 'x']"
4,x,3,0.01,m1,0,1000000,402607,7,14,0,0.402607,1.738668229811502e-05,0,33.960776552092284,"['z', 'x', 'x', 'x']"
4,x,3,0.01,normal,0,1000000,340240,12,23,0,0.34024,3.526922172580882e-05,0,96.2597855848726,"['z', 'x', 'x', 'x']"
4,x,2,0.01,normal,0,1000000,229402,2,4,0,0.229402,8.718319805423036e-06,0,58.53237338503823,"['x', 'x', 'x', 'x']"
