n,lstate,i,p_error,sim_type,total_meta_shots,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal,meas_type
4,x,9,0.01,m1,0,1000000,1000000,229,408,0,1.0,0.000229,0,2.8900049009826034,"['z', 'z', 'z', 'x']"
4,x,5,0.01,m1,0,1000000,608636,44,85,0,0.608636,7.229279898002261e-05,0,18.48819847987033,"['z', 'z', 'x', 'x']"
4,x,3,0.01,m2,0,1000000,402444,8,13,391666,0.6615510558344594,1.9878542107720776e-05,0,18.59651123196818,"['z', 'x', 'x', 'x']"
4,x,9,0.01,normal,0,1000000,1000000,797,1418,0,1.0,0.000797,0,75.43959715892561,"['z', 'z', 'z', 'x']"
4,x,9,0.01,m2,0,1000000,1000000,229,408,0,1.0,0.000229,0,2.47060544998385,"['z', 'z', 'z', 'x']"
4,x,2,0.01,m1,0,1000000,272017,4,7,0,0.272017,1.470496329269988e-05,0,36.91420132503845,"['x', 'x', 'x', 'x']"
4,x,2,0.01,m2,0,1000000,272017,4,7,391603,0.4471044400284683,1.470496329269988e-05,0,19.760274542029947,"['x', 'x', 'x', 'x']"
4,x,3,0.01,m1,0,1000000,402444,8,13,0,0.402444,1.9878542107720776e-05,0,30.43542242981493,"['z', 'x', 'x', 'x']"
4,x,5,0.01,m2,0,1000000,608636,44,85,391364,1.0,7.229279898002261e-05,0,3.730288868071512,"['z', 'z', 'x', 'x']"
4,x,5,0.01,normal,0,1000000,523535,98,175,0,0.523535,0.0001871890131509,0,91.587406182196,"['z', 'z', 'x', 'x']"
4,x,3,0.01,normal,0,1000000,339503,12,21,0,0.339503,3.534578486785733e-05,0,94.23151487181894,"['z', 'x', 'x', 'x']"
4,x,2,0.01,normal,0,1000000,229511,2,3,0,0.229511,8.714179276836376e-06,0,116.13471672590822,"['x', 'x', 'x', 'x']"
