n,lstate,i,p_error,sim_type,total_meta_shots,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal,meas_type
4,x,9,0.01,m1,0,1000000,1000000,242,433,0,1.0,0.0002419999999999,0,4.928297732956708,"['z', 'z', 'z', 'x']"
4,x,3,0.01,m2,0,1000000,402471,7,14,391563,0.6614834403561913,1.7392557476236803e-05,0,13.498257959028706,"['z', 'x', 'x', 'x']"
4,x,5,0.01,m1,0,1000000,608154,47,88,0,0.608154,7.728305659426837e-05,0,17.632394610904157,"['z', 'z', 'x', 'x']"
4,x,3,0.01,m1,0,1000000,402471,7,14,0,0.402471,1.7392557476236803e-05,0,32.35826748912223,"['z', 'x', 'x', 'x']"
4,x,2,0.01,m2,0,1000000,271484,4,9,392091,0.4465865779253145,1.4733833301416864e-05,0,19.51300505292602,"['x', 'x', 'x', 'x']"
4,x,2,0.01,m1,0,1000000,271484,4,9,0,0.271484,1.4733833301416864e-05,0,34.92424566904083,"['x', 'x', 'x', 'x']"
4,x,9,0.01,m2,0,1000000,1000000,242,433,0,1.0,0.0002419999999999,0,2.2714997089933604,"['z', 'z', 'z', 'x']"
4,x,5,0.01,normal,0,1000000,522873,90,169,0,0.522873,0.0001721259273284,0,90.16263701301068,"['z', 'z', 'x', 'x']"
4,x,5,0.01,m2,0,1000000,608154,47,88,391846,1.0,7.728305659426837e-05,0,3.4809087479952723,"['z', 'z', 'x', 'x']"
4,x,9,0.01,normal,0,1000000,1000000,798,1437,0,1.0,0.0007979999999999,0,65.32867728592828,"['z', 'z', 'z', 'x']"
4,x,3,0.01,normal,0,1000000,339722,11,20,0,0.339722,3.2379416110783765e-05,0,117.16363500989974,"['z', 'x', 'x', 'x']"
4,x,2,0.01,normal,0,1000000,229473,1,2,0,0.229473,4.357811158595126e-06,0,81.99889392708428,"['x', 'x', 'x', 'x']"
