n,lstate,i,meas_type,p_error,sim_type,total_meta_shots,comp_type,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal
4,x,9,"['z', 'z', 'z', 'x']",0.8,m1,0,na,1000000,1000000,0,1,0,1.0,0.0,0,1.019693918991834
4,x,9,"['z', 'z', 'z', 'x']",1,m1,0,na,1000000,1000000,2,5,0,1.0,1.999999999946489e-06,0,1.094958068919368
4,x,9,"['z', 'z', 'z', 'x']",0.5,m1,0,na,1000000,1000000,0,0,0,1.0,0.0,0,0.6622056639753282
4,x,3,"['z', 'x', 'x', 'x']",0.5,m1,0,na,1000000,840820,0,0,0,0.84082,0.0,0,12.486734312027693
4,x,5,"['z', 'z', 'x', 'x']",0.8,m1,0,na,1000000,882806,10,20,0,0.882806,1.1327517030923495e-05,0,9.12176858400926
4,x,5,"['z', 'z', 'x', 'x']",1,m1,0,na,1000000,843202,57,110,0,0.843202,6.759946015311158e-05,0,12.933071545092389
4,x,2,"['x', 'x', 'x', 'x']",1,m1,0,na,1000000,512108,1,2,0,0.512108,1.95271309955114e-06,0,20.755434850929305
4,x,2,"['x', 'x', 'x', 'x']",0.5,m1,0,na,1000000,697429,0,0,0,0.697429,0.0,0,16.261489895056002
4,x,5,"['z', 'z', 'x', 'x']",0.5,m1,0,na,1000000,915696,4,9,0,0.915696,4.368261955933761e-06,0,4.0336040129186586
4,x,3,"['z', 'x', 'x', 'x']",1,m1,0,na,1000000,691222,17,28,0,0.691222,2.4594124608312562e-05,0,17.74250472104177
4,x,2,"['x', 'x', 'x', 'x']",0.8,m1,0,na,1000000,583540,0,1,0,0.58354,0.0,0,22.454272167989984
4,x,9,"['z', 'z', 'z', 'x']",0.3,m1,0,na,1000000,1000000,0,0,0,1.0,0.0,0,1.1712420089170337
4,x,9,"['z', 'z', 'z', 'x']",0.1,m1,0,na,1000000,1000000,0,0,0,1.0,0.0,0,0.3762168090324849
4,x,2,"['x', 'x', 'x', 'x']",0.1,m1,0,na,1000000,939100,0,0,0,0.9391,0.0,0,2.4889727080008015
4,x,5,"['z', 'z', 'x', 'x']",0.3,m1,0,na,1000000,956220,0,0,0,0.95622,0.0,0,1.6322796290041879
4,x,3,"['z', 'x', 'x', 'x']",0.8,m1,0,na,1000000,726867,0,1,0,0.726867,0.0,0,20.788865106063895
4,x,2,"['x', 'x', 'x', 'x']",0.3,m1,0,na,1000000,818680,0,0,0,0.81868,0.0,0,10.763718314934522
4,x,5,"['z', 'z', 'x', 'x']",0.1,m1,0,na,1000000,984278,0,0,0,0.984278,0.0,0,1.1016173190437257
4,x,3,"['z', 'x', 'x', 'x']",0.3,m1,0,na,1000000,899709,0,0,0,0.899709,0.0,0,4.004917477956042
4,x,3,"['z', 'x', 'x', 'x']",0.1,m1,0,na,1000000,964228,0,0,0,0.964228,0.0,0,1.4241311349906027
